artikelcode,merk,omschrijving
WSGF1092386-TC-DA-ST5S,Pragmalux,"Pragmalux LED Downlight Mondial IP54 facet wit standaard 19,5W 2450lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ200 - GØ150-190 +TCI DALI Driver incl.  5P Aansluitsnoer en splitter en trekontlasting"
WSF1092393-TC-DA-ST5,Pragmalux,"Pragmalux LED Downlight Mondial IP54 facet wit standaard 25,5W 3200lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ226 - GØ200-210 +TCI DALI Driver incl.  5P Aansluitsnoer B2ca"
WSF1092393-TC-DA-ST5S,Pragmalux,"Pragmalux LED Downlight Mondial IP54 facet wit standaard 25,5W 3200lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ226 - GØ200-210 +TCI DALI Driver incl.  5P Aansluitsnoer en splitter en trekontlasting"
WSGF1092393-TC-DA-ST5,Pragmalux,"Pragmalux LED Downlight Mondial IP54 facet wit standaard 25,5W 3200lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ250 - GØ200-240 +TCI DALI Driver incl.  5P Aansluitsnoer B2ca"
WSGF1092393-TC-DA-ST5S,Pragmalux,"Pragmalux LED Downlight Mondial IP54 facet wit standaard 25,5W 3200lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ250 - GØ200-240 +TCI DALI Driver incl.  5P Aansluitsnoer en splitter en trekontlasting"
WVF1092379-TC-DA-ST5,Pragmalux,Pragmalux LED Downlight Mondial IP54 facet wit verdiept 16W 1800lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ146 - GØ120-130 +TCI DALI Driver incl.  5P Aansluitsnoer B2ca
WVF1092379-TC-DA-ST5S,Pragmalux,"Pragmalux LED Downlight Mondial IP54 facet wit verdiept 16W 1800lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ146 - GØ120-130 +TCI DALI Driver incl.  5P Aansluitsnoer en splitter en trekontlasting, 1"
WVF1092386-TC-DA-ST5,Pragmalux,"Pragmalux LED Downlight Mondial IP54 facet wit verdiept 19,5W 2450lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ176 - GØ150-160 +TCI DALI Driver incl.  5P Aansluitsnoer B2ca"
WVF1092386-TC-DA-ST5S,Pragmalux,"Pragmalux LED Downlight Mondial IP54 facet wit verdiept 19,5W 2450lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ176 - GØ150-160 +TCI DALI Driver incl.  5P Aansluitsnoer en splitter en trekontlasting,"
WVF1092393-TC-DA-ST5,Pragmalux,"Pragmalux LED Downlight Mondial IP54 facet wit verdiept 25,5W 3200lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ226 - GØ200-210 +TCI DALI Driver incl.  5P Aansluitsnoer B2ca"
WVF1092393-TC-DA-ST5S,Pragmalux,"Pragmalux LED Downlight Mondial IP54 facet wit verdiept 25,5W 3200lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ226 - GØ200-210 +TCI DALI Driver incl.  5P Aansluitsnoer en splitter en trekontlasting,"
ZPF1092379-TC-DA-ST5,Pragmalux,Pragmalux LED Downlight Mondial IP54 facet zwart plat 16W 1700-1800lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ132 - GØ120 +TCI DALI Driver incl.  5P Aansluitsnoer B2ca
ZPF1092379-TC-DA-ST5S,Pragmalux,"Pragmalux LED Downlight Mondial IP54 facet zwart plat 16W 1700-1800lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ132 - GØ120 +TCI DALI Driver incl.  5P Aansluitsnoer en splitter en trekontlasting, 1"
ZPF1092386-TC-DA-ST5,Pragmalux,"Pragmalux LED Downlight Mondial IP54 facet zwart plat 19,5W 2275-2450lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ168 - GØ150 +TCI DALI Driver incl.  5P Aansluitsnoer B2ca"
ZPF1092386-TC-DA-ST5S,Pragmalux,"Pragmalux LED Downlight Mondial IP54 facet zwart plat 19,5W 2275-2450lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ168 - GØ150 +TCI DALI Driver incl.  5P Aansluitsnoer en splitter en trekontlasting,"
ZPF1092393-TC-DA-ST5,Pragmalux,"Pragmalux LED Downlight Mondial IP54 facet zwart plat 25,5W 3050-3200lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ214 - GØ200 +TCI DALI Driver incl.  5P Aansluitsnoer B2ca"
ZPF1092393-TC-DA-ST5S,Pragmalux,"Pragmalux LED Downlight Mondial IP54 facet zwart plat 25,5W 3050-3200lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ214 - GØ200 +TCI DALI Driver incl.  5P Aansluitsnoer en splitter en trekontlasting,"
ZSF1092379-TC-DA-ST5,Pragmalux,Pragmalux LED Downlight Mondial IP54 facet zwart standaard 16W 1700-1800lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ146 - GØ120-130 +TCI DALI Driver incl.  5P Aansluitsnoer B2ca
ZSF1092379-TC-DA-ST5S,Pragmalux,Pragmalux LED Downlight Mondial IP54 facet zwart standaard 16W 1700-1800lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ146 - GØ120-130 +TCI DALI Driver incl.  5P Aansluitsnoer en splitter en trekontla
ZSF1092386-TC-DA-ST5,Pragmalux,"Pragmalux LED Downlight Mondial IP54 facet zwart standaard 19,5W 2275-2450lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ176 - GØ150-160 +TCI DALI Driver incl.  5P Aansluitsnoer B2ca"
ZSF1092386-TC-DA-ST5S,Pragmalux,"Pragmalux LED Downlight Mondial IP54 facet zwart standaard 19,5W 2275-2450lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ176 - GØ150-160 +TCI DALI Driver incl.  5P Aansluitsnoer en splitter en trekont"
ZSGF1092386-TC-DA-ST5,Pragmalux,"Pragmalux LED Downlight Mondial IP54 facet zwart standaard 19,5W 2275-2450lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ200 - GØ150-190 +TCI DALI Driver incl.  5P Aansluitsnoer B2ca"
ZSGF1092386-TC-DA-ST5S,Pragmalux,"Pragmalux LED Downlight Mondial IP54 facet zwart standaard 19,5W 2275-2450lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ200 - GØ150-190 +TCI DALI Driver incl.  5P Aansluitsnoer en splitter en trekont"
ZSF1092393-TC-DA-ST5,Pragmalux,"Pragmalux LED Downlight Mondial IP54 facet zwart standaard 25,5W 3050-3200lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ226 - GØ200-210 +TCI DALI Driver incl.  5P Aansluitsnoer B2ca"
ZSF1092393-TC-DA-ST5S,Pragmalux,"Pragmalux LED Downlight Mondial IP54 facet zwart standaard 25,5W 3050-3200lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ226 - GØ200-210 +TCI DALI Driver incl.  5P Aansluitsnoer en splitter en trekont"
ZSGF1092393-TC-DA-ST5,Pragmalux,"Pragmalux LED Downlight Mondial IP54 facet zwart standaard 25,5W 3050-3200lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ250 - GØ200-240 +TCI DALI Driver incl.  5P Aansluitsnoer B2ca"
ZSGF1092393-TC-DA-ST5S,Pragmalux,"Pragmalux LED Downlight Mondial IP54 facet zwart standaard 25,5W 3050-3200lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ250 - GØ200-240 +TCI DALI Driver incl.  5P Aansluitsnoer en splitter en trekont"
ZVF1092379-TC-DA-ST5,Pragmalux,Pragmalux LED Downlight Mondial IP54 facet zwart verdiept 16W 1700-1800lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ146 - GØ120-130 +TCI DALI Driver incl.  5P Aansluitsnoer B2ca
ZVF1092379-TC-DA-ST5S,Pragmalux,Pragmalux LED Downlight Mondial IP54 facet zwart verdiept 16W 1700-1800lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ146 - GØ120-130 +TCI DALI Driver incl.  5P Aansluitsnoer en splitter en trekontlas
ZVF1092386-TC-DA-ST5,Pragmalux,"Pragmalux LED Downlight Mondial IP54 facet zwart verdiept 19,5W 2275-2450lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ176 - GØ150-160 +TCI DALI Driver incl.  5P Aansluitsnoer B2ca"
ZVF1092386-TC-DA-ST5S,Pragmalux,"Pragmalux LED Downlight Mondial IP54 facet zwart verdiept 19,5W 2275-2450lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ176 - GØ150-160 +TCI DALI Driver incl.  5P Aansluitsnoer en splitter en trekontl"
ZVF1092393-TC-DA-ST5,Pragmalux,"Pragmalux LED Downlight Mondial IP54 facet zwart verdiept 25,5W 3050-3200lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ226 - GØ200-210 +TCI DALI Driver incl.  5P Aansluitsnoer B2ca"
ZVF1092393-TC-DA-ST5S,Pragmalux,"Pragmalux LED Downlight Mondial IP54 facet zwart verdiept 25,5W 3050-3200lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ226 - GØ200-210 +TCI DALI Driver incl.  5P Aansluitsnoer en splitter en trekontl"
WPH1092379-TC-DA-ST5,Pragmalux,Pragmalux LED Downlight Mondial IP54 hoogglans wit plat 16W 1700-1800lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ132 - GØ120 +TCI DALI Driver incl.  5P Aansluitsnoer B2ca
WPH1092379-TC-DA-ST5S,Pragmalux,"Pragmalux LED Downlight Mondial IP54 hoogglans wit plat 16W 1700-1800lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ132 - GØ120 +TCI DALI Driver incl.  5P Aansluitsnoer en splitter en trekontlasting,"
WPH1092386-TC-DA-ST5,Pragmalux,"Pragmalux LED Downlight Mondial IP54 hoogglans wit plat 19,5W 2275-2450lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ168 - GØ150 +TCI DALI Driver incl.  5P Aansluitsnoer B2ca"
WPH1092386-TC-DA-ST5S,Pragmalux,"Pragmalux LED Downlight Mondial IP54 hoogglans wit plat 19,5W 2275-2450lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ168 - GØ150 +TCI DALI Driver incl.  5P Aansluitsnoer en splitter en trekontlasting"
WPH1092393-TC-DA-ST5,Pragmalux,"Pragmalux LED Downlight Mondial IP54 hoogglans wit plat 25,5W 3050-3200lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ214 - GØ200 +TCI DALI Driver incl.  5P Aansluitsnoer B2ca"
WPH1092393-TC-DA-ST5S,Pragmalux,"Pragmalux LED Downlight Mondial IP54 hoogglans wit plat 25,5W 3050-3200lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ214 - GØ200 +TCI DALI Driver incl.  5P Aansluitsnoer en splitter en trekontlasting"
WSH1092379-TC-DA-ST5,Pragmalux,Pragmalux LED Downlight Mondial IP54 hoogglans wit standaard 16W 1700-1800lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ146 - GØ120-130 +TCI DALI Driver incl.  5P Aansluitsnoer B2ca
WSH1092379-TC-DA-ST5S,Pragmalux,Pragmalux LED Downlight Mondial IP54 hoogglans wit standaard 16W 1700-1800lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ146 - GØ120-130 +TCI DALI Driver incl.  5P Aansluitsnoer en splitter en trekont
WSH1092386-TC-DA-ST5,Pragmalux,"Pragmalux LED Downlight Mondial IP54 hoogglans wit standaard 19,5W 2275-2450lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ176 - GØ150-160 +TCI DALI Driver incl.  5P Aansluitsnoer B2ca"
WSH1092386-TC-DA-ST5S,Pragmalux,"Pragmalux LED Downlight Mondial IP54 hoogglans wit standaard 19,5W 2275-2450lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ176 - GØ150-160 +TCI DALI Driver incl.  5P Aansluitsnoer en splitter en treko"
WSGH1092386-TC-DA-ST5,Pragmalux,"Pragmalux LED Downlight Mondial IP54 hoogglans wit standaard 19,5W 2275-2450lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ200 - GØ150-190 +TCI DALI Driver incl.  5P Aansluitsnoer B2ca"
WSGH1092386-TC-DA-ST5S,Pragmalux,"Pragmalux LED Downlight Mondial IP54 hoogglans wit standaard 19,5W 2275-2450lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ200 - GØ150-190 +TCI DALI Driver incl.  5P Aansluitsnoer en splitter en treko"
WSH1092393-TC-DA-ST5,Pragmalux,"Pragmalux LED Downlight Mondial IP54 hoogglans wit standaard 25,5W 3050-3200lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ226 - GØ200-210 +TCI DALI Driver incl.  5P Aansluitsnoer B2ca"
WSH1092393-TC-DA-ST5S,Pragmalux,"Pragmalux LED Downlight Mondial IP54 hoogglans wit standaard 25,5W 3050-3200lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ226 - GØ200-210 +TCI DALI Driver incl.  5P Aansluitsnoer en splitter en treko"
WSGH1092393-TC-DA-ST5,Pragmalux,"Pragmalux LED Downlight Mondial IP54 hoogglans wit standaard 25,5W 3050-3200lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ250 - GØ200-240 +TCI DALI Driver incl.  5P Aansluitsnoer B2ca"
WSGH1092393-TC-DA-ST5S,Pragmalux,"Pragmalux LED Downlight Mondial IP54 hoogglans wit standaard 25,5W 3050-3200lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ250 - GØ200-240 +TCI DALI Driver incl.  5P Aansluitsnoer en splitter en treko"
WVH1092379-TC-DA-ST5,Pragmalux,Pragmalux LED Downlight Mondial IP54 hoogglans wit verdiept 16W 1700-1800lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ146 - GØ120-130 +TCI DALI Driver incl.  5P Aansluitsnoer B2ca
WVH1092379-TC-DA-ST5S,Pragmalux,Pragmalux LED Downlight Mondial IP54 hoogglans wit verdiept 16W 1700-1800lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ146 - GØ120-130 +TCI DALI Driver incl.  5P Aansluitsnoer en splitter en trekontl
WVH1092386-TC-DA-ST5,Pragmalux,"Pragmalux LED Downlight Mondial IP54 hoogglans wit verdiept 19,5W 2275-2450lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ176 - GØ150-160 +TCI DALI Driver incl.  5P Aansluitsnoer B2ca"
WVH1092386-TC-DA-ST5S,Pragmalux,"Pragmalux LED Downlight Mondial IP54 hoogglans wit verdiept 19,5W 2275-2450lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ176 - GØ150-160 +TCI DALI Driver incl.  5P Aansluitsnoer en splitter en trekon"
WVH1092393-TC-DA-ST5,Pragmalux,"Pragmalux LED Downlight Mondial IP54 hoogglans wit verdiept 25,5W 3050-3200lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ226 - GØ200-210 +TCI DALI Driver incl.  5P Aansluitsnoer B2ca"
WVH1092393-TC-DA-ST5S,Pragmalux,"Pragmalux LED Downlight Mondial IP54 hoogglans wit verdiept 25,5W 3050-3200lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ226 - GØ200-210 +TCI DALI Driver incl.  5P Aansluitsnoer en splitter en trekon"
ZPH1092379-TC-DA-ST5,Pragmalux,Pragmalux LED Downlight Mondial IP54 hoogglans zwart plat 16W 1700-1800lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ132 - GØ120 +TCI DALI Driver incl.  5P Aansluitsnoer B2ca
ZPH1092379-TC-DA-ST5S,Pragmalux,Pragmalux LED Downlight Mondial IP54 hoogglans zwart plat 16W 1700-1800lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ132 - GØ120 +TCI DALI Driver incl.  5P Aansluitsnoer en splitter en trekontlasting
ZPH1092386-TC-DA-ST5,Pragmalux,"Pragmalux LED Downlight Mondial IP54 hoogglans zwart plat 19,5W 2275-2450lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ168 - GØ150 +TCI DALI Driver incl.  5P Aansluitsnoer B2ca"
ZPH1092386-TC-DA-ST5S,Pragmalux,"Pragmalux LED Downlight Mondial IP54 hoogglans zwart plat 19,5W 2275-2450lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ168 - GØ150 +TCI DALI Driver incl.  5P Aansluitsnoer en splitter en trekontlasti"
ZPH1092393-TC-DA-ST5,Pragmalux,"Pragmalux LED Downlight Mondial IP54 hoogglans zwart plat 25,5W 3050-3200lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ214 - GØ200 +TCI DALI Driver incl.  5P Aansluitsnoer B2ca"
ZPH1092393-TC-DA-ST5S,Pragmalux,"Pragmalux LED Downlight Mondial IP54 hoogglans zwart plat 25,5W 3050-3200lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ214 - GØ200 +TCI DALI Driver incl.  5P Aansluitsnoer en splitter en trekontlasti"
ZSH1092379-TC-DA-ST5,Pragmalux,Pragmalux LED Downlight Mondial IP54 hoogglans zwart standaard 16W 1700-1800lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ146 - GØ120-130 +TCI DALI Driver incl.  5P Aansluitsnoer B2ca
ZSH1092379-TC-DA-ST5S,Pragmalux,Pragmalux LED Downlight Mondial IP54 hoogglans zwart standaard 16W 1700-1800lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ146 - GØ120-130 +TCI DALI Driver incl.  5P Aansluitsnoer en splitter en treko
ZSH1092386-TC-DA-ST5,Pragmalux,"Pragmalux LED Downlight Mondial IP54 hoogglans zwart standaard 19,5W 2275-2450lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ176 - GØ150-160 +TCI DALI Driver incl.  5P Aansluitsnoer B2ca"
ZSH1092386-TC-DA-ST5S,Pragmalux,"Pragmalux LED Downlight Mondial IP54 hoogglans zwart standaard 19,5W 2275-2450lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ176 - GØ150-160 +TCI DALI Driver incl.  5P Aansluitsnoer en splitter en tre"
ZSGH1092386-TC-DA-ST5,Pragmalux,"Pragmalux LED Downlight Mondial IP54 hoogglans zwart standaard 19,5W 2275-2450lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ200 - GØ150-190 +TCI DALI Driver incl.  5P Aansluitsnoer B2ca"
ZSGH1092386-TC-DA-ST5S,Pragmalux,"Pragmalux LED Downlight Mondial IP54 hoogglans zwart standaard 19,5W 2275-2450lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ200 - GØ150-190 +TCI DALI Driver incl.  5P Aansluitsnoer en splitter en tre"
ZSH1092393-TC-DA-ST5,Pragmalux,"Pragmalux LED Downlight Mondial IP54 hoogglans zwart standaard 25,5W 3050-3200lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ226 - GØ200-210 +TCI DALI Driver incl.  5P Aansluitsnoer B2ca"
ZSH1092393-TC-DA-ST5S,Pragmalux,"Pragmalux LED Downlight Mondial IP54 hoogglans zwart standaard 25,5W 3050-3200lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ226 - GØ200-210 +TCI DALI Driver incl.  5P Aansluitsnoer en splitter en tre"
ZSGH1092393-TC-DA-ST5,Pragmalux,"Pragmalux LED Downlight Mondial IP54 hoogglans zwart standaard 25,5W 3050-3200lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ250 - GØ200-240 +TCI DALI Driver incl.  5P Aansluitsnoer B2ca"
ZSGH1092393-TC-DA-ST5S,Pragmalux,"Pragmalux LED Downlight Mondial IP54 hoogglans zwart standaard 25,5W 3050-3200lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ250 - GØ200-240 +TCI DALI Driver incl.  5P Aansluitsnoer en splitter en tre"
ZVH1092379-TC-DA-ST5,Pragmalux,Pragmalux LED Downlight Mondial IP54 hoogglans zwart verdiept 16W 1700-1800lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ146 - GØ120-130 +TCI DALI Driver incl.  5P Aansluitsnoer B2ca
ZVH1092379-TC-DA-ST5S,Pragmalux,Pragmalux LED Downlight Mondial IP54 hoogglans zwart verdiept 16W 1700-1800lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ146 - GØ120-130 +TCI DALI Driver incl.  5P Aansluitsnoer en splitter en trekon
ZVH1092386-TC-DA-ST5,Pragmalux,"Pragmalux LED Downlight Mondial IP54 hoogglans zwart verdiept 19,5W 2275-2450lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ176 - GØ150-160 +TCI DALI Driver incl.  5P Aansluitsnoer B2ca"
ZVH1092386-TC-DA-ST5S,Pragmalux,"Pragmalux LED Downlight Mondial IP54 hoogglans zwart verdiept 19,5W 2275-2450lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ176 - GØ150-160 +TCI DALI Driver incl.  5P Aansluitsnoer en splitter en trek"
ZVH1092393-TC-DA-ST5,Pragmalux,"Pragmalux LED Downlight Mondial IP54 hoogglans zwart verdiept 25,5W 3050-3200lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ226 - GØ200-210 +TCI DALI Driver incl.  5P Aansluitsnoer B2ca"
ZVH1092393-TC-DA-ST5S,Pragmalux,"Pragmalux LED Downlight Mondial IP54 hoogglans zwart verdiept 25,5W 3050-3200lm 3000K-3500K-4000K 3-CCT CRI>90 UGR<19 60D BØ226 - GØ200-210 +TCI DALI Driver incl.  5P Aansluitsnoer en splitter en trek"
1000343-PH-350-EUR,Pragmalux,Pragmalux LED Downlight Spectre SR IP54 10-14W 3000K-5700K 3-CCT 1050-1550lm Ø145 Buitenmaat - Gatmaat Ø125-135 +Philips Driver incl. eurosnoer 2m wit (1x18W)
1000343-PH-350-GST3,Pragmalux,Pragmalux LED Downlight Spectre SR IP54 10-14W 3000K-5700K 3-CCT 1050-1550lm Ø145 Buitenmaat - Gatmaat Ø125-135 +Philips Driver incl. GST18i3 (1x18W)
1000343-PH-350-GST3S,Pragmalux,"Pragmalux LED Downlight Spectre SR IP54 10-14W 3000K-5700K 3-CCT 1050-1550lm Ø145 Buitenmaat - Gatmaat Ø125-135 +Philips Driver incl. GST18i3 en splitter en trekontlasting, 1 in 2 uit (1x18W)"
1000343-PR-UN-350,Pragmalux,"Pragmalux LED Downlight Spectre SR IP54 10-14W 3000K-5700K 3-CCT 1050-1550lm Ø145 Buitenmaat - Gatmaat Ø125-135 +Universele LED Driver (DALI2, 1-10V, Push-dim) (1x18W)"
Z1000343-PH-350-EUR,Pragmalux,Pragmalux LED Downlight Spectre SR IP54 10-14W 3000K-5700K 3-CCT 1050-1550lm zwart Ø145 Buitenmaat - Gatmaat Ø125-135 +Philips Driver incl. eurosnoer 2m wit (1x18W)
Z1000343-PH-350-GST3,Pragmalux,Pragmalux LED Downlight Spectre SR IP54 10-14W 3000K-5700K 3-CCT 1050-1550lm zwart Ø145 Buitenmaat - Gatmaat Ø125-135 +Philips Driver incl. GST18i3(1x18W)
Z1000343-PR-UN-350,Pragmalux,"Pragmalux LED Downlight Spectre SR IP54 10-14W 3000K-5700K 3-CCT 1050-1550lm zwart Ø145 Buitenmaat - Gatmaat Ø125-135 +Universele LED Driver (DALI2, 1-10V, Push-dim) (1x18W)"
1000350-PH-350-EUR,Pragmalux,Pragmalux LED Downlight Spectre SR IP54 10-20W 3000K-5700K 3-CCT 1150-2200lm Ø172 Buitenmaat - Gatmaat Ø150-165 +Philips Driver incl. eurosnoer 2m wit (2x18W)
1000350-PH-350-GST3,Pragmalux,Pragmalux LED Downlight Spectre SR IP54 10-20W 3000K-5700K 3-CCT 1150-2200lm Ø172 Buitenmaat - Gatmaat Ø150-165 +Philips Driver incl. GST18i3 (2x18W)
1000350-PH-350-GST3S,Pragmalux,"Pragmalux LED Downlight Spectre SR IP54 10-20W 3000K-5700K 3-CCT 1150-2200lm Ø172 Buitenmaat - Gatmaat Ø150-165 +Philips Driver incl. GST18i3 en splitter en trekontlasting, 1 in 2 uit (2x18W)"
Z1000350-PH-350-EUR,Pragmalux,Pragmalux LED Downlight Spectre SR IP54 10-20W 3000K-5700K 3-CCT 1150-2200lm zwart Ø172 Buitenmaat - Gatmaat Ø150-165 +Philips Driver incl. eurosnoer 2m wit(2x18W)
Z1000350-PH-350-GST3,Pragmalux,Pragmalux LED Downlight Spectre SR IP54 10-20W 3000K-5700K 3-CCT 1150-2200lm zwart Ø172 Buitenmaat - Gatmaat Ø150-165 +Philips Driver incl. GST18i3 (2x18W)
1000367-PH-350-EUR,Pragmalux,Pragmalux LED Downlight Spectre SR IP54 10-20W 3000K-5700K 3-CCT 1150-2300lm Ø228 Buitenmaat - Gatmaat Ø200-210 +Philips Driver incl. eurosnoer 2m wit (2x26W)
1000367-PH-350-GST3,Pragmalux,Pragmalux LED Downlight Spectre SR IP54 10-20W 3000K-5700K 3-CCT 1150-2300lm Ø228 Buitenmaat - Gatmaat Ø200-210 +Philips Driver incl. GST18i3 (2x26W)
1000367-PH-350-GST3S,Pragmalux,"Pragmalux LED Downlight Spectre SR IP54 10-20W 3000K-5700K 3-CCT 1150-2300lm Ø228 Buitenmaat - Gatmaat Ø200-210 +Philips Driver incl. GST18i3 en splitter en trekontlasting, 1 in 2 uit (2x26W)"
Z1000367-PH-350-EUR,Pragmalux,Pragmalux LED Downlight Spectre SR IP54 10-20W 3000K-5700K 3-CCT 1150-2300lm zwart Ø228 Buitenmaat - Gatmaat Ø200-210 +Philips Driver incl. eurosnoer 2m wit(2x26W)
Z1000367-PH-350-GST3,Pragmalux,Pragmalux LED Downlight Spectre SR IP54 10-20W 3000K-5700K 3-CCT 1150-2300lm zwart Ø228 Buitenmaat - Gatmaat Ø200-210 +Philips Driver incl. GST18i3 (2x26W)
1000343-PH-S,Pragmalux,Pragmalux LED Downlight Spectre SR IP54 14W 3000K-5700K 3-CCT 1450-1550lm Ø145 Buitenmaat - Gatmaat Ø125-135 +Philips EasyAir Driver (1x18W)
1000350-PH-S,Pragmalux,Pragmalux LED Downlight Spectre SR IP54 18W 3000K-5700K 3-CCT 2100-2200lm Ø172 Buitenmaat - Gatmaat Ø150-165 +Philips EasyAir Driver (2x18W)
1000367-PH-S,Pragmalux,Pragmalux LED Downlight Spectre SR IP54 20W 3000K-5700K 3-CCT 2200-2300lm Ø228 Buitenmaat - Gatmaat Ø200-210 +Philips EasyAir Driver (2x26W)
1085821-750-ST3,Pragmalux,Pragmalux LED Driver 40W 750mA 42V incl. DC Kabel & 3P Aansluitsnoer
1000824-S,Pragmalux,"Pragmalux LED Gevelarmatuur Deca IP65 6,5-12W 3000K-4000K 2-CCT 650-1100lm Wit + Bewegingssensor"
1000824-SN,Pragmalux,"Pragmalux LED Gevelarmatuur Deca IP65 6,5-12W 3000K-4000K 2-CCT 650-1100lm Wit + Bewegingssensor & Noodmodule 3uur"
